Module	Section	Sample Name	Source
FastQC	all_sections	5101-151-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-151-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-165-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-165-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-155-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-155-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-166-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-166-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-177-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-177-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-145-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-145-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-158-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-158-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-147-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-147-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-153-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-153-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-172-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-172-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-171-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-171-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-173-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-173-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-156-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-156-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-170-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-170-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-148-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-148-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-146-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-146-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-176-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-176-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-175-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-175-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-152-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-152-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-150-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-150-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-178-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-178-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-157-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-157-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-161-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-161-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-162-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-162-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-160-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-160-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-167-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-167-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-168-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-168-MSITS2a.extendedFrags_fastqc.zip
FastQC	all_sections	5101-163-MSITS2a.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Fungi/raw_data_fungi/flashed/extended/fastqc/5101-163-MSITS2a.extendedFrags_fastqc.zip
