"sample.id.string" "Chao1" "InvSimpson" "Observed" "se.chao1" "Simpson"
424 85.6666666666667 1.17899782330939 55 16.9386347895745 0.151822013383329
425 48.1428571428571 1.12445867983611 31 11.4590079693287 0.110683195450318
426 97.3333333333333 1.12878920087767 56 19.8016408550233 0.114094997345417
427 149.3 1.21149733797919 79 32.3871729971732 0.174575156997023
429 715.25 13.8822548690724 416 60.5151803144948 0.927965592806695
430 589.766666666667 11.7568785071909 367 47.4744545000068 0.914943409563315
431 782.149253731343 13.1795322673567 467 60.9367916772821 0.924124773192686
432 655.470588235294 10.5043601171992 429 46.2809123761599 0.904801435894924
434 231.888888888889 1.21299605833616 150 26.9705136764739 0.175595012755707
435 227.789473684211 1.17603078619621 125 36.2089866599007 0.1496821241947
436 226.230769230769 1.14908277400803 112 44.7982975361154 0.129740674371109
437 164.076923076923 1.13221664963173 101 27.262916333102 0.116776810935198
439 175.1 1.1546710588163 89 38.4184698072437 0.133952485978875
440 212.65 1.17197453147901 130 29.7721894834714 0.146739137122703
441 263.75 1.15508330990629 126 54.0202356353585 0.134261579728716
442 291.24 1.17517716057736 168 38.5386280198503 0.149064469982802
447 886.65306122449 11.5706625985311 594 50.9024676934056 0.913574525963021
448 915.128712871287 9.57707014370519 602 53.2619355405269 0.895583932769117
449 873.628865979381 8.23107392073792 573 52.1802865069012 0.878509170294227
450 930.046728971963 11.9200790249079 625 51.2467447650207 0.916107938721679
451 1059.76470588235 11.741834910306 685 61.4302989962875 0.914834435363907
452 467.222222222222 1.47298971038236 278 45.4846117094723 0.321108631681875
453 526.881355932203 1.54938972086411 340 41.3844676846376 0.354584591252941
454 642.716981132075 1.54354907874081 362 59.7665467256771 0.352142401059398
455 612.162790697674 1.48714923911357 331 64.1623814640695 0.327572530248502
456 520.6 1.51364158281019 326 45.0172827011284 0.339341617357378
457 619.641791044776 1.80874102130588 395 46.1883545474174 0.447129252767201
458 592.5 1.62338198298095 367 47.9488903010948 0.384002033727303
459 605.065217391304 1.46142767063255 332 61.2080877650265 0.315737603649472
460 592.8125 1.56861373190492 371 46.3678961875322 0.362494424433222
461 609.054545454545 1.733520080164 369 51.8804345735326 0.423139073240275
757 731.7625 4.86546004183722 478 48.2713677026738 0.794469589432206
758 767.83908045977 6.0681699483456 518 46.4695619730651 0.83520567015882
759 711.123456790123 9.38575028978544 480 44.6044620754266 0.893455507644572
760 1106.51219512195 7.51600521183289 599 84.7796132809101 0.866950597848756
761 980.165137614679 13.2904982522185 647 54.7055010789245 0.924758276099011
762 678.486486486486 1.46839571047818 339 79.2955410511139 0.318984662741659
763 385.705882352941 1.27556257847471 266 30.2691252747669 0.216032190913143
764 659.717391304348 1.85829112276292 362 65.8129898377362 0.461871184901754
765 489.636363636364 1.77288203632782 302 45.4950548271465 0.435946679187236
766 355.028571428571 1.46031645277079 222 36.898535571154 0.315216918837964
831 330.375 6.31032014476247 208 35.4455846640082 0.841529434789455
832 320 7.43274029261385 191 38.1700893557428 0.865460118256287
833 304.433333333333 3.63091636279557 191 33.9947122191991 0.72458743190932
834 162.136363636364 7.28402191730443 123 15.9686514668414 0.862713208258705
836 224.3125 1.13078825297698 121 38.4379849700336 0.11566113517067
837 228.3125 1.12708252992026 125 38.4380544480819 0.112753526513494
838 221.142857142857 1.1380741757302 134 30.6216846141483 0.12132265073286
839 230 1.11147809451116 116 43.6335600312725 0.100297158407055
841 121.6 1.1177862412151 72 24.2524329761605 0.105374567043391
842 230.916666666667 1.12864131414477 136 31.5027561948445 0.113978916536696
843 280 1.14835444261873 138 48.3290177785109 0.129188721803016
844 329 1.12497064461414 128 77.3771810802477 0.11108791612692
1016 745.72 9.09447620264527 409 70.9729105709174 0.890043145122626
