Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
4924-657-MSITS2a_R1	pass	0.0	fail	247.102287699	Sanger / Illumina 1.9	fail	warn	warn	107-251	Conventional base calls	pass	fail	33396.0	pass	fail	fail	42.0	2.55719247814	4924-657-MSITS2a_R1.fastq	warn	pass
4924-657-MSITS2a_R2	pass	0.0	fail	247.265780333	Sanger / Illumina 1.9	fail	fail	warn	107-251	Conventional base calls	pass	fail	33396.0	pass	fail	fail	43.0	5.4707150557	4924-657-MSITS2a_R2.fastq	warn	pass
4924-658-MSITS2a_R1	pass	0.0	fail	247.753840887	Sanger / Illumina 1.9	warn	fail	warn	48-251	Conventional base calls	pass	fail	23367.0	pass	fail	fail	43.0	3.28668635255	4924-658-MSITS2a_R1.fastq	warn	pass
4924-658-MSITS2a_R2	pass	0.0	fail	247.854495656	Sanger / Illumina 1.9	warn	fail	warn	48-251	Conventional base calls	pass	fail	23367.0	pass	fail	fail	44.0	5.90148500021	4924-658-MSITS2a_R2.fastq	warn	pass
4924-659-MSITS2a_R1	pass	0.0	fail	245.057395504	Sanger / Illumina 1.9	fail	warn	warn	183-251	Conventional base calls	pass	fail	30647.0	pass	fail	fail	43.0	2.8387770418	4924-659-MSITS2a_R1.fastq	warn	pass
4924-659-MSITS2a_R2	pass	0.0	fail	245.595392697	Sanger / Illumina 1.9	warn	fail	warn	183-251	Conventional base calls	pass	fail	30647.0	pass	fail	fail	44.0	5.86354292427	4924-659-MSITS2a_R2.fastq	warn	pass
4924-660-MSITS2a_R1	pass	0.0	fail	248.404868674	Sanger / Illumina 1.9	warn	warn	warn	60-251	Conventional base calls	pass	fail	29659.0	pass	fail	fail	44.0	2.8861391146	4924-660-MSITS2a_R1.fastq	warn	pass
4924-660-MSITS2a_R2	pass	0.0	fail	248.800532722	Sanger / Illumina 1.9	warn	fail	warn	60-251	Conventional base calls	pass	fail	29659.0	pass	fail	fail	45.0	5.92737449004	4924-660-MSITS2a_R2.fastq	warn	pass
4924-662-MSITS2a_R1	pass	0.0	fail	235.89772307	Sanger / Illumina 1.9	warn	fail	warn	49-251	Conventional base calls	pass	fail	37858.0	pass	fail	fail	39.0	2.18447884199	4924-662-MSITS2a_R1.fastq	warn	pass
4924-662-MSITS2a_R2	pass	0.0	fail	237.779861588	Sanger / Illumina 1.9	warn	fail	warn	50-251	Conventional base calls	pass	fail	37858.0	pass	fail	fail	40.0	4.68857308891	4924-662-MSITS2a_R2.fastq	warn	pass
4924-663-MSITS2a_R1	pass	0.0	fail	235.698253558	Sanger / Illumina 1.9	warn	fail	warn	48-251	Conventional base calls	pass	fail	30920.0	pass	fail	fail	39.0	2.38680465718	4924-663-MSITS2a_R1.fastq	warn	pass
4924-663-MSITS2a_R2	pass	0.0	fail	237.466267788	Sanger / Illumina 1.9	warn	fail	warn	48-251	Conventional base calls	pass	fail	30920.0	pass	fail	fail	39.0	4.79301423027	4924-663-MSITS2a_R2.fastq	warn	pass
4924-664-MSITS2a_R1	pass	0.0	fail	233.295681558	Sanger / Illumina 1.9	fail	fail	warn	213-251	Conventional base calls	pass	fail	20123.0	pass	fail	fail	38.0	2.41017740894	4924-664-MSITS2a_R1.fastq	warn	pass
4924-664-MSITS2a_R2	pass	0.0	fail	235.345972271	Sanger / Illumina 1.9	warn	fail	warn	213-251	Conventional base calls	pass	fail	20123.0	pass	fail	fail	39.0	4.67624111713	4924-664-MSITS2a_R2.fastq	warn	pass
4924-665-MSITS2a_R1	pass	0.0	fail	230.502735333	Sanger / Illumina 1.9	warn	fail	warn	162-251	Conventional base calls	pass	fail	31806.0	pass	fail	fail	39.0	2.43035905175	4924-665-MSITS2a_R1.fastq	warn	pass
