# Constructed from biom file
#OTU ID	C/0	C/30	C/112	LB/30	LB/112	LH + LB/30	LH + LB/112	LH/30	LH/112
Unassigned;Other;Other	0.000604500401263	0.000477809326618	0.000231765056451	0.000290849429488	0.000239730953376	0.00020195764275	0.000368393299576	0.000222522722993	0.000227818001894
k__Bacteria;Other;Other	0.0	0.0	0.0	5.22037437542e-05	0.0	1.79517904667e-05	0.0	1.7117132538e-05	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.0	0.0	1.32437175115e-05	0.0	0.0	0.0	7.2233980309e-06	0.0	0.0
k__Bacteria;p__Acidobacteria;c__DA052	0.0	0.0	3.97311525345e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	2.60560517786e-05	0.0	3.31092937788e-05	2.23730330375e-05	2.05483674322e-05	0.0	1.44467960618e-05	5.70571084599e-06	7.11931255918e-06
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	9.90129967586e-05	0.0	0.0	0.0	5.47956464859e-05	0.0	1.44467960618e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0120326847114	0.000461333142942	0.00390027480714	0.000999328809009	0.00230826660822	0.000610360875868	0.00182029630379	0.000496396843601	0.00238496970733
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	0.0	1.64761836765e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	0.00014591388996	0.0	6.62185875575e-06	2.23730330375e-05	0.000136989116215	8.97589523335e-06	2.88935921236e-05	1.7117132538e-05	0.000121028313506
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	5.21121035572e-05	0.0	3.97311525345e-05	7.45767767917e-06	0.0	0.0	5.05637862163e-05	0.0	3.55965627959e-05
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	6.25345242686e-05	2.1968244902e-05	2.6487435023e-05	1.49153553583e-05	2.73978232429e-05	0.0	2.88935921236e-05	0.0	4.27158753551e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.00010943541747	2.74603061275e-05	0.000370824090322	2.23730330375e-05	0.000349322246348	1.346384285e-05	0.000108350970464	2.28228433839e-05	0.000313249752604
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.00513825341074	0.000197714204118	0.000357580372811	0.000365426206279	0.000321924423105	0.00017502995705	0.000346723105483	0.000182582747072	0.00043427806611
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.0180255766204	0.00464628379677	0.00738337251266	0.00319188604669	0.0113769461016	0.00312361154121	0.00826356734735	0.00313814096529	0.0091554359511
