# Constructed from biom file
#OTU ID	C	C-AS	LB	LB+LP	LB-AS
No blast hit;Other;Other	1.33411763279e-05	0.0	5.40015120423e-06	1.57817074229e-05	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes	0.0108524405256	3.71368250614e-06	0.00272707635814	0.0102186555563	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes	0.0821210044693	2.5995777543e-05	0.455680959067	0.575053855077	0.000196319018405
k__Fungi;p__Ascomycota;c__Incertae_sedis	0.000220735826516	0.0	0.00129063613781	0.000441887807842	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes	3.03208552907e-05	0.000456782948255	5.40015120423e-06	0.0216288300231	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes	0.129354832841	0.383096059969	0.0100496813911	0.020318948307	0.828531697342
k__Fungi;p__Ascomycota;c__Sordariomycetes	0.0257230007944	0.000176399919042	0.0059995679879	0.0239408501606	0.000997955010225
k__Fungi;p__Ascomycota;c__unidentified	0.0967477850615	0.0022950557888	0.0613241170753	0.163143400484	0.0290879345603
k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.0	0.0	0.0897505130144	0.000749631102589	0.0
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes	5.09390368884e-05	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	0.000226799997574	1.85684125307e-06	0.0	7.89085371146e-06	0.0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes	0.00392715717725	1.85684125307e-06	0.0187061237715	8.67993908261e-05	0.0
k__Fungi;p__Basidiomycota;c__Pucciniomycetes	2.66823526558e-05	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes	0.000696166837474	0.0	0.000556215574036	0.00163340671827	0.0
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes	1.21283421163e-06	1.85684125307e-06	0.0	3.15634148459e-05	0.0
k__Fungi;p__Basidiomycota;c__unidentified	0.000933882342953	0.0	0.00112323145048	1.57817074229e-05	0.025717791411
k__Fungi;p__Glomeromycota;c__Glomeromycetes	4.36620316186e-05	8.91283801474e-05	0.00654498325953	0.0	0.0
k__Fungi;p__unidentified;c__unidentified	0.649030035839	0.613851293011	0.346236094611	0.182712717689	0.115468302658
