# Constructed from biom file
#OTU ID	C	C-AS	LB	LB+LP	LB-AS
Unassigned;Other	0.00186247366174	0.000541198057872	0.000590784698324	0.000659391554293	0.00072078407243
k__Bacteria;Other	1.2028893402e-05	7.73140082674e-06	1.29197448938e-05	1.04665326078e-05	7.03203973102e-06
k__Bacteria;p__Actinobacteria	0.000118284118453	0.000175245085406	0.000143291716094	2.74746480955e-05	8.79004966378e-06
k__Bacteria;p__Armatimonadetes	0.0	0.0	0.0	3.92494972794e-06	0.0
k__Bacteria;p__Bacteroidetes	6.81637292777e-05	7.73140082674e-05	1.17452226307e-05	6.54158287989e-06	2.63701489913e-05
k__Bacteria;p__Chloroflexi	8.01926226797e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	0.0403108266055	0.0141536177802	0.013094748711	0.0142972835423	0.0129793873335
k__Bacteria;p__Firmicutes	0.539732437314	0.792378385065	0.923462256727	0.913354118123	0.869130224586
k__Bacteria;p__Fusobacteria	4.41059424738e-05	0.0	0.0	1.30831657598e-06	5.27402979827e-06
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0	0.0	0.0	3.92494972794e-06	0.0
k__Bacteria;p__Proteobacteria	0.417843660472	0.192666508602	0.06268425318	0.0716277159017	0.11712213774
k__Bacteria;p__[Thermi]	0.0	0.0	0.0	7.84989945587e-06	0.0
