Module	Section	Sample Name	Source
FastQC	all_sections	193.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/193.extendedFrags_fastqc.zip
FastQC	all_sections	181.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/181.extendedFrags_fastqc.zip
FastQC	all_sections	172.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/172.extendedFrags_fastqc.zip
FastQC	all_sections	191.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/191.extendedFrags_fastqc.zip
FastQC	all_sections	147.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/147.extendedFrags_fastqc.zip
FastQC	all_sections	201.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/201.extendedFrags_fastqc.zip
FastQC	all_sections	197.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/197.extendedFrags_fastqc.zip
FastQC	all_sections	186.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/186.extendedFrags_fastqc.zip
FastQC	all_sections	178.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/178.extendedFrags_fastqc.zip
FastQC	all_sections	192.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/192.extendedFrags_fastqc.zip
FastQC	all_sections	187.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/187.extendedFrags_fastqc.zip
FastQC	all_sections	202.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/202.extendedFrags_fastqc.zip
FastQC	all_sections	177.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/177.extendedFrags_fastqc.zip
FastQC	all_sections	182.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/182.extendedFrags_fastqc.zip
FastQC	all_sections	148.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/148.extendedFrags_fastqc.zip
FastQC	all_sections	208.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/208.extendedFrags_fastqc.zip
FastQC	all_sections	203.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/203.extendedFrags_fastqc.zip
FastQC	all_sections	196.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/196.extendedFrags_fastqc.zip
FastQC	all_sections	183.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/183.extendedFrags_fastqc.zip
FastQC	all_sections	198.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/198.extendedFrags_fastqc.zip
FastQC	all_sections	207.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/207.extendedFrags_fastqc.zip
FastQC	all_sections	188.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/188.extendedFrags_fastqc.zip
FastQC	all_sections	146.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/146.extendedFrags_fastqc.zip
FastQC	all_sections	171.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/171.extendedFrags_fastqc.zip
FastQC	all_sections	176.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/176.extendedFrags_fastqc.zip
FastQC	all_sections	206.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/206.extendedFrags_fastqc.zip
FastQC	all_sections	173.extendedFrags	/home/mark/gitstage/uderica/nordqiime/15_Hil_CS/Bacteria/16S/extendedFrags/173.extendedFrags_fastqc.zip
