Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
C-NO	C-EARLY	10.170895	1.85357208399	13.170577	7.47407138022	-0.674710942098	1.0
C	LB500-NO	39.9338583333	2.27115898889	14.17955375	2.72767477449	11.2108246594	0.504
C	C-LATE	39.9338583333	2.27115898889	9.39515825	1.88096150155	16.4261801368	0.651
LB500-EARLY	LB500-NO	10.03140125	2.40214433377	14.17955375	2.72767477449	-1.97676752395	1.0
C-LATE	C-NO	9.39515825	1.88096150155	10.170895	1.85357208399	-0.508793954319	1.0
C-LATE	LB500-NO	9.39515825	1.88096150155	14.17955375	2.72767477449	-2.50104565825	0.819
C-LATE	LB500-EARLY	9.39515825	1.88096150155	10.03140125	2.40214433377	-0.361200333045	1.0
C-NO	LB500-EARLY	10.170895	1.85357208399	10.03140125	2.40214433377	0.079630466103	1.0
C-LATE	C-EARLY	9.39515825	1.88096150155	13.170577	7.47407138022	-0.848463987351	1.0
C	LB500-LATE	39.9338583333	2.27115898889	10.51505075	2.39597210141	13.892349272	0.777
C-NO	LB500-LATE	10.170895	1.85357208399	10.51505075	2.39597210141	-0.19677920896	1.0
C	C-NO	39.9338583333	2.27115898889	10.170895	1.85357208399	16.1206272762	0.588
C	C-EARLY	39.9338583333	2.27115898889	13.170577	7.47407138022	5.06918782666	0.966
C-NO	LB500-NO	10.170895	1.85357208399	14.17955375	2.72767477449	-2.10535981843	1.0
C-EARLY	LB500-NO	13.170577	7.47407138022	14.17955375	2.72767477449	-0.219651024252	1.0
LB500-EARLY	LB500-LATE	10.03140125	2.40214433377	10.51505075	2.39597210141	-0.246908036757	1.0
LB500-LATE	C-EARLY	10.51505075	2.39597210141	13.170577	7.47407138022	-0.586019841649	1.0
C-LATE	LB500-LATE	9.39515825	1.88096150155	10.51505075	2.39597210141	-0.636785891091	1.0
C	LB500-EARLY	39.9338583333	2.27115898889	10.03140125	2.40214433377	14.0990322089	0.168
LB500-LATE	LB500-NO	10.51505075	2.39597210141	14.17955375	2.72767477449	-1.74824908001	1.0
LB500-EARLY	C-EARLY	10.03140125	2.40214433377	13.170577	7.47407138022	-0.692584846767	1.0
