Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
C-NO	C-EARLY	6.23147475	1.18666138661	7.93125075	5.21219513466	-0.550754572259	1.0
C	LB500-NO	26.384098	1.70021336724	9.2753225	1.8399080317	10.6277112665	0.546
C	C-LATE	26.384098	1.70021336724	5.62386975	0.222243912874	20.4081266064	0.525
LB500-EARLY	LB500-NO	6.3923865	1.5491738452	9.2753225	1.8399080317	-2.07604324624	1.0
C-LATE	C-NO	5.62386975	0.222243912874	6.23147475	1.18666138661	-0.871704128277	1.0
C-LATE	LB500-NO	5.62386975	0.222243912874	9.2753225	1.8399080317	-3.41259555439	0.609
C-LATE	LB500-EARLY	5.62386975	0.222243912874	6.3923865	1.5491738452	-0.850530986031	1.0
C-NO	LB500-EARLY	6.23147475	1.18666138661	6.3923865	1.5491738452	-0.142821614023	1.0
C-LATE	C-EARLY	5.62386975	0.222243912874	7.93125075	5.21219513466	-0.76606361483	1.0
C	LB500-LATE	26.384098	1.70021336724	5.80939525	0.867986825627	17.6210305109	0.588
C-NO	LB500-LATE	6.23147475	1.18666138661	5.80939525	0.867986825627	0.497245199101	1.0
C	C-NO	26.384098	1.70021336724	6.23147475	1.18666138661	15.5997172693	0.861
C	C-EARLY	26.384098	1.70021336724	7.93125075	5.21219513466	4.98731484042	1.0
C-NO	LB500-NO	6.23147475	1.18666138661	9.2753225	1.8399080317	-2.40802229007	1.0
C-EARLY	LB500-NO	7.93125075	5.21219513466	9.2753225	1.8399080317	-0.421174000799	1.0
LB500-EARLY	LB500-LATE	6.3923865	1.5491738452	5.80939525	0.867986825627	0.568639747901	1.0
LB500-LATE	C-EARLY	5.80939525	0.867986825627	7.93125075	5.21219513466	-0.695529853616	1.0
C-LATE	LB500-LATE	5.62386975	0.222243912874	5.80939525	0.867986825627	-0.358642966439	1.0
C	LB500-EARLY	26.384098	1.70021336724	6.3923865	1.5491738452	13.6925492443	0.462
LB500-LATE	LB500-NO	5.80939525	0.867986825627	9.2753225	1.8399080317	-2.95086984111	0.735
LB500-EARLY	C-EARLY	6.3923865	1.5491738452	7.93125075	5.21219513466	-0.490182623029	1.0
