Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
C-NO	C-EARLY	53.175	8.48892661059	29.1	18.8264441677	2.01915192088	1.0
C	LB500-NO	192.675	22.2325633925	54.1	14.0762210838	8.00041523589	0.345
C	C-LATE	192.675	22.2325633925	30.75	5.80753820478	12.2053899706	0.42
C-LATE	C-NO	30.75	5.80753820478	53.175	8.48892661059	-3.77634838783	0.45
C-LATE	LB500-NO	30.75	5.80753820478	54.1	14.0762210838	-2.5313456491	0.87
C-LATE	LB500-EARLY	30.75	5.80753820478	29.4	0.0	-0.180060030017	1.0
C-NO	LB500-EARLY	53.175	8.48892661059	29.4	0.0	-2.16941866222	1.0
C	C-NO	192.675	22.2325633925	53.175	8.48892661059	10.1529643632	0.345
C	C-EARLY	192.675	22.2325633925	29.1	18.8264441677	9.72511752643	0.39
C-NO	LB500-NO	53.175	8.48892661059	54.1	14.0762210838	-0.0911527488267	1.0
C-EARLY	LB500-NO	29.1	18.8264441677	54.1	14.0762210838	-1.63168138221	1.0
C-LATE	C-EARLY	30.75	5.80753820478	29.1	18.8264441677	0.145056696746	1.0
C	LB500-EARLY	192.675	22.2325633925	29.4	0.0	-5.6886049952	1.0
LB500-EARLY	LB500-NO	29.4	0.0	54.1	14.0762210838	-1.24078311866	1.0
LB500-EARLY	C-EARLY	29.4	0.0	29.1	18.8264441677	0.0123432231123	1.0
