# Constructed from biom file
#OTU ID	C	C-EARLY	C-LATE	C-NO	LB500-EARLY	LB500-LATE	LB500-NO
Unassigned;Other;Other	0.00676412830024	0.00264040715844	0.00040755055325	0.000481692631322	0.000334568283911	0.000474606261116	0.00107289249984
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.000426005008156	0.0	0.0	0.0	0.0	0.0	4.58501068307e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	3.11710981578e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0	0.0	2.71700368833e-05	6.09737508003e-06	0.0	9.21565555566e-06	4.58501068307e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0215080577289	0.0097771598403	0.000196982767404	0.000109752751441	0.000108242680089	0.000115195694446	0.000573126335384
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	0.0	5.10223605495e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	3.11710981578e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.0	8.92891309616e-05	0.0	0.0	2.46006091111e-05	2.7646966667e-05	2.75100640984e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.00206768284447	6.37779506869e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.014224411126	0.0170223350383	0.000101887638312	0.000512179506722	0.000246006091111	0.000253430527781	0.00108664753189
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.056887254138	0.0402693980637	0.000210567785846	0.000506082131642	0.000349328649377	0.00021196007778	0.00225124024539
k__Bacteria;p__Bacteroidetes;c__[Saprospirae]	0.00153777417578	0.000121178106305	0.000237737822729	3.65842504802e-05	2.95207309333e-05	3.22547944448e-05	0.000793206848172
k__Bacteria;p__Chloroflexi;c__Anaerolineae	3.11710981578e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Chloroflexi	4.15614642104e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast	0.344679613063	0.000133933696442	0.000292077896496	0.000243895003201	0.000482171938577	0.000419312327782	0.00128838800194
k__Bacteria;p__Firmicutes;c__Bacilli	0.00446785740262	0.781432962996	0.976090367543	0.986134569068	0.93673707361	0.989899641511	0.955346580958
k__Bacteria;p__Firmicutes;c__Clostridia	0.000477956838419	0.00170924907841	0.00641892121369	0.00147556476937	0.00117098899369	0.00140538747224	0.00258594602525
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.0	0.0	0.0	0.0	0.0	1.84313111113e-05	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia	0.0	0.0	5.43400737667e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3	7.27325623682e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia	0.00028053988342	0.0	0.0	0.0	3.93609745777e-05	0.0	1.83400427323e-05
k__Bacteria;p__Proteobacteria;Other	0.000124684392631	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.144706628015	0.124048114086	0.0132657705083	0.00266455290997	0.0543033845518	0.00254812876114	0.010242913866
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.0741872136155	0.00876946821945	0.000509438191562	0.00123166976617	0.00118574935915	0.00105058473335	0.00491971646294
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0026079818792	1.27555901374e-05	0.0	5.48763757203e-05	5.90414618666e-05	9.21565555566e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.324137859377	0.0138589486843	0.00218718796911	0.00654248346087	0.00491520170039	0.00348812562782	0.0197430560013
k__Bacteria;p__Tenericutes;c__Mollicutes	0.0	0.0	0.0	0.0	0.0	3.68626222226e-05	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.000644202695261	0.0	0.0	0.0	1.47603654666e-05	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	6.23421963156e-05	0.0	0.0	0.0	0.0	0.0	0.0
