Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
168	112	480.878699859	225.777630331	407.248767152	148.136443033	0.528531018743	1.0
0	140	267.340191071	56.9658473952	468.814744709	177.860466015	-2.67270236309	0.24
0	84	267.340191071	56.9658473952	455.189305934	205.547595439	-2.17895144966	0.37
84	112	455.189305934	205.547595439	407.248767152	148.136443033	0.379399381934	1.0
168	84	480.878699859	225.777630331	455.189305934	205.547595439	0.214701702252	1.0
0	168	267.340191071	56.9658473952	480.878699859	225.777630331	-2.24630894475	0.44
140	84	468.814744709	177.860466015	455.189305934	205.547595439	0.13262452712	1.0
140	112	468.814744709	177.860466015	407.248767152	148.136443033	0.544555284114	1.0
168	140	480.878699859	225.777630331	468.814744709	177.860466015	0.107616583423	1.0
0	112	267.340191071	56.9658473952	407.248767152	148.136443033	-2.0145596914	0.76
