Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
C	C-3H-LATE	146.779924545	25.0909093877	47.2561607143	5.34616587384	6.71939004946	0.441
S2-NS	S2-3H-LATE	104.530033716	10.9555915926	47.9294875957	14.2025385619	5.46550989689	0.441
C-NS	S2-NS	90.6642963981	22.1225412078	104.530033716	10.9555915926	-0.97283913717	1.0
C	S2-3H-LATE	146.779924545	25.0909093877	47.9294875957	14.2025385619	5.93839736597	0.252
C-NS	S2-3H-LATE	90.6642963981	22.1225412078	47.9294875957	14.2025385619	2.81556785293	1.0
C	S2-3H	146.779924545	25.0909093877	73.6582837302	20.7852070559	3.88714270606	0.378
S2-3H	S2-3H-LATE	73.6582837302	20.7852070559	47.9294875957	14.2025385619	1.77021323715	1.0
C	S2-NS	146.779924545	25.0909093877	104.530033716	10.9555915926	2.67286850588	0.441
C-3H	S2-NS	72.2557539683	14.592709708	104.530033716	10.9555915926	-3.06346711179	1.0
C-3H	S2-3H-LATE	72.2557539683	14.592709708	47.9294875957	14.2025385619	2.06914245448	1.0
C-3H-LATE	S2-3H	47.2561607143	5.34616587384	73.6582837302	20.7852070559	-2.1307599757	1.0
S2-3H	S2-NS	73.6582837302	20.7852070559	104.530033716	10.9555915926	-2.27579290801	0.924
C	C-3H	146.779924545	25.0909093877	72.2557539683	14.592709708	4.44705590521	0.294
C-3H-LATE	C-3H	47.2561607143	5.34616587384	72.2557539683	14.592709708	-2.78618037313	1.0
S2-3H	C-NS	73.6582837302	20.7852070559	90.6642963981	22.1225412078	-0.970357037676	1.0
C-3H-LATE	S2-3H-LATE	47.2561607143	5.34616587384	47.9294875957	14.2025385619	-0.0768503154649	1.0
C-3H-LATE	C-NS	47.2561607143	5.34616587384	90.6642963981	22.1225412078	-3.30348073269	0.651
S2-3H	C-3H	73.6582837302	20.7852070559	72.2557539683	14.592709708	0.0956538114186	1.0
C-3H-LATE	S2-NS	47.2561607143	5.34616587384	104.530033716	10.9555915926	-8.13763695478	0.483
C-NS	C-3H	90.6642963981	22.1225412078	72.2557539683	14.592709708	1.20310075203	1.0
C	C-NS	146.779924545	25.0909093877	90.6642963981	22.1225412078	2.90560828899	0.315
