Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
C-NO	C-EARLY	72.6935714286	6.32263246765	39.7029464286	24.3647278631	2.27006464301	0.819
C	LB500-NO	228.882101882	22.9371802822	78.9551515152	10.3051446614	10.3270249201	0.693
C	C-LATE	228.882101882	22.9371802822	35.7729166667	8.21304089839	13.7286621183	0.231
LB500-EARLY	LB500-NO	43.1378968254	30.0807497129	78.9551515152	10.3051446614	-1.8715430645	1.0
C-LATE	C-NO	35.7729166667	8.21304089839	72.6935714286	6.32263246765	-6.16975325108	0.21
C-LATE	LB500-NO	35.7729166667	8.21304089839	78.9551515152	10.3051446614	-5.67581575767	0.273
C-LATE	LB500-EARLY	35.7729166667	8.21304089839	43.1378968254	30.0807497129	-0.394704251696	1.0
C-NO	LB500-EARLY	72.6935714286	6.32263246765	43.1378968254	30.0807497129	1.613948066	1.0
C-LATE	C-EARLY	35.7729166667	8.21304089839	39.7029464286	24.3647278631	-0.264743226438	1.0
C	LB500-LATE	228.882101882	22.9371802822	61.0759226191	23.1108525616	8.9262573469	0.693
C-NO	LB500-LATE	72.6935714286	6.32263246765	61.0759226191	23.1108525616	0.839827215333	1.0
C	C-NO	228.882101882	22.9371802822	72.6935714286	6.32263246765	11.3701725378	0.504
C	C-EARLY	228.882101882	22.9371802822	39.7029464286	24.3647278631	9.79202602451	0.336
C-NO	LB500-NO	72.6935714286	6.32263246765	78.9551515152	10.3051446614	-0.897042327861	1.0
C-EARLY	LB500-NO	39.7029464286	24.3647278631	78.9551515152	10.3051446614	-2.56996113902	1.0
LB500-EARLY	LB500-LATE	43.1378968254	30.0807497129	61.0759226191	23.1108525616	-0.75402472707	1.0
LB500-LATE	C-EARLY	61.0759226191	23.1108525616	39.7029464286	24.3647278631	1.10234853277	1.0
C-LATE	LB500-LATE	35.7729166667	8.21304089839	61.0759226191	23.1108525616	-1.78686304639	1.0
C	LB500-EARLY	228.882101882	22.9371802822	43.1378968254	30.0807497129	7.83362717951	0.504
LB500-LATE	LB500-NO	61.0759226191	23.1108525616	78.9551515152	10.3051446614	-1.22381314341	1.0
LB500-EARLY	C-EARLY	43.1378968254	30.0807497129	39.7029464286	24.3647278631	0.140969763051	1.0
