# Constructed from biom file
#OTU ID	520	521	522	525	526	527	530	531	532	535	536	537	540	541	542	545	546	547	550	551	552	555	556	557	560	561	562	565	566	567	570	571	572	575	576	577	580	581	582
Unassigned;Other;Other;Other	0.000825715128281	0.000799651061355	0.00083639236095	0.000522904815478	0.000751496282777	0.000474068455485	0.000112044817927	9.38599921783e-05	0.000137892995036	0.000217329521708	0.000161190661688	0.000160482159733	2.03012708596e-05	0.000179608453571	0.000204215924304	0.000281875411068	0.00011265574657	0.000197546827578	4.3949282528e-05	0.000105291974646	3.79982520804e-05	2.70233752196e-05	0.0	0.000148503823973	0.000197620647405	0.000257902881144	0.000267630135153	0.00029488521593	3.99920015997e-05	0.00024942320883	0.000198683015441	0.000268666741296	0.000272263749319	9.85545335085e-05	0.000144808611285	5.47905175878e-05	7.45471262083e-05	9.32371954252e-05	9.76944118796e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.00011795930404	0.000145391102065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.90014220256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other	0.0	0.0	0.0	6.33824018761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42327823895e-05	0.0	0.0	8.51498637602e-05	0.0	2.47512499381e-05	6.5703022339e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.00247714538484	0.00370747310265	0.00399609683565	0.0	0.0	0.0	5.60224089636e-05	0.0	0.0	0.0	5.37302205626e-05	8.91567554074e-05	4.06025417191e-05	8.98042267856e-05	0.0	7.51667762849e-05	0.0	0.0	0.0	0.0	1.89991260402e-05	2.70233752196e-05	0.0	0.0	0.0	0.0	0.0	0.00054553764947	0.000159968006399	0.0	2.83832879201e-05	6.71666853241e-05	0.0	6.5703022339e-05	9.65390741903e-05	0.000109581035176	4.96980841389e-05	0.000279711586275	7.32708089097e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0020642878207	0.000799651061355	0.000673760512987	0.0	0.0	0.0	1.86741363212e-05	0.0	0.0	0.0	5.37302205626e-05	0.0	2.03012708596e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.21167898583e-05	0.0	0.0	0.000237004266077	2.47506373289e-05	0.0	0.0	0.0	0.000191675390354	0.0	0.0	0.0	0.0	0.0	0.000164257555848	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	5.89796520201e-05	0.00109043326548	0.000116165605687	0.0	0.0	0.0	0.0	0.0	5.17098731384e-05	0.0	2.68651102813e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000158002844051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89770431859e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000176931129558	0.000119976004799	0.000124711604415	0.00011353315168	0.0	0.0	3.28515111695e-05	0.0	1.82635058626e-05	0.0	9.32371954252e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.00212326747272	0.00116312881652	0.00065052739185	0.0	0.0	0.0	3.73482726424e-05	0.0	0.0	0.0	0.000188055771969	5.34940532444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147408764504	0.0	5.40467504391e-05	0.000395007110128	4.95012746578e-05	0.0	0.0	0.0	0.000309629476726	0.0	0.0	5.67665758401e-05	0.0	7.42537498144e-05	0.0	0.0	3.65270117252e-05	0.0	0.000217553455992	0.0
