Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
C-AS	LB	44.1518181818	13.5586425614	54.286971362	24.7315881333	-1.05608631946	1.0
LB+LP	LB	53.6181632653	19.7976135295	54.286971362	24.7315881333	-0.0517127317519	1.0
C-AS	LB-AS	44.1518181818	13.5586425614	34.6725	21.1725	0.757032191932	1.0
C-AS	C	44.1518181818	13.5586425614	56.9119105935	32.5508724293	-1.2087772433	1.0
LB+LP	C	53.6181632653	19.7976135295	56.9119105935	32.5508724293	-0.24434134547	1.0
C-AS	LB+LP	44.1518181818	13.5586425614	53.6181632653	19.7976135295	-1.13444245446	1.0
C	LB-AS	56.9119105935	32.5508724293	34.6725	21.1725	0.907791590458	1.0
LB	LB-AS	54.286971362	24.7315881333	34.6725	21.1725	0.899461893004	1.0
C	LB	56.9119105935	32.5508724293	54.286971362	24.7315881333	0.189222149517	1.0
LB+LP	LB-AS	53.6181632653	19.7976135295	34.6725	21.1725	1.03619354381	1.0
