# Constructed from biom file
#OTU ID	C	C-AS	LB	LB+LP	LB-AS
No blast hit;Other;Other	9.37792693892e-06	0.0	1.02376150452e-05	1.57799641795e-05	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes	0.010552512288	4.91519647679e-06	0.00343471984766	0.0102175268062	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes	0.0793689124066	0.000699596298529	0.435574688521	0.575092904539	0.000138188350722
k__Fungi;p__Ascomycota;c__Incertae_sedis	0.000212175596993	0.0	0.0012233949979	0.000441838997025	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes	2.93060216841e-05	0.000401407712271	5.1188075226e-06	0.021626440908	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes	0.146050661906	0.573893425433	0.0231677228473	0.0203324838453	0.867765264055
k__Fungi;p__Ascomycota;c__Sordariomycetes	0.0248831568915	3.44063753375e-05	0.0176803611831	0.0239539856245	0.000702457449504
k__Fungi;p__Ascomycota;c__unidentified	0.0939504165558	0.00635698744331	0.0625569467337	0.163117489723	0.0341901011078
k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.0	0.0	0.0850745810256	0.000749548298525	0.0
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes	4.92341164293e-05	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	0.000219209042197	1.6383988256e-06	0.0	7.88998208974e-06	0.0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes	0.00379571592853	0.0	0.0177315492583	8.67898029871e-05	0.0
k__Fungi;p__Basidiomycota;c__Pucciniomycetes	2.5789299082e-05	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes	0.000672866257867	0.0	0.00313271020383	0.00163322629258	0.0
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes	1.17224086736e-06	1.6383988256e-06	0.0	3.1559928359e-05	0.0
k__Fungi;p__Basidiomycota;c__unidentified	0.000904969949605	0.0	0.0010647119647	1.57799641795e-05	0.0181026739446
k__Fungi;p__Glomeromycota;c__Glomeromycetes	4.22006712251e-05	0.0	0.00881458655392	0.0	0.0
k__Fungi;p__unidentified;c__unidentified	0.639232322901	0.418605984743	0.340528670441	0.182676755324	0.0791013150925
