# Constructed from biom file
#OTU ID	C	C-AS	LB	LB+LP	LB-AS
Unassigned;Other	0.00272137226909	0.000930091562347	0.000764247216492	0.000790313982182	0.000876104581093
k__Bacteria;Other	1.86821894903e-05	6.8895671285e-06	8.99114372343e-06	8.79347963485e-06	1.33416941283e-05
k__Bacteria;p__Actinobacteria	0.000143230119426	0.000204390491479	0.000157844523145	3.84714734025e-05	1.11180784403e-05
k__Bacteria;p__Armatimonadetes	0.0	0.0	0.0	3.29755486307e-06	0.0
k__Bacteria;p__Bacteroidetes	7.62856070855e-05	8.95643726705e-05	1.79822874469e-05	1.64877743153e-05	3.78014666969e-05
k__Bacteria;p__Chloroflexi	6.22739649678e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria	0.111179266506	0.014511724895	0.0131160806605	0.014280610927	0.0132127244184
k__Bacteria;p__Firmicutes	0.484983411773	0.783529800823	0.922831011454	0.913629343842	0.883444736479
k__Bacteria;p__Fusobacteria	4.98191719742e-05	0.0	0.0	1.09918495436e-06	6.67084706416e-06
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0	0.0	0.0	3.29755486307e-06	0.0
k__Bacteria;p__Proteobacteria	0.400821704968	0.200727538289	0.0631038427149	0.0712183915627	0.102397502435
k__Bacteria;p__[Thermi]	0.0	0.0	0.0	9.89266458921e-06	0.0
