# Constructed from biom file
#OTU ID	L1S8	L1S57	L1S76	L1S105	L1S140	L1S208	L1S257	L1S281	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S63	L4S112	L4S137	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
Unassigned;Other;Other	0.000120192307692	0.0	0.000113160574856	0.000110314396029	0.0	0.000101399310485	0.000697836706211	0.0	0.000615006150062	0.0	0.0	0.0	0.000283527076836	0.00217155266015	0.000994694960212	0.000197941409343	0.0	0.000679347826087	0.0	0.0	0.0	0.0	0.000911992704058	0.00041203131438	0.000349375491309	0.0	0.0	0.0	0.0	0.0	0.000470145745181	0.000507485409794	0.00027468754292	0.00023504524621
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000820008200082	0.0	0.000484144274994	0.000495662949195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000810372771475	0.00161290322581	0.0	0.000638394892841	0.00041203131438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.0	0.000242072137497	0.000247831474597	0.0	0.00108577633008	0.000331564986737	0.0	0.0	0.0	0.000766871165644	0.0	0.00161290322581	0.0	0.000182398540812	0.0	0.0	0.0	0.0	0.000459558823529	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161290322581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000495662949195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364797081623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000726216412491	0.000247831474597	0.0	0.000542888165038	0.0	0.0	0.0	0.0	0.000766871165644	0.0	0.000806451612903	0.0	0.000911992704058	0.000515039142975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000273597811218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.0	0.000242072137497	0.000743494423792	0.0	0.0	0.0	0.0	0.0	0.0	0.000766871165644	0.000810372771475	0.000806451612903	0.0	0.000455996352029	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.000240384615385	0.000204227509446	0.000113160574856	0.000330943188086	0.000943730093193	0.000202798620969	0.000558269364969	0.000264970853206	0.30258302583	0.331800625345	0.0532558702493	0.100123915737	0.0514601644457	0.14223669924	0.15848806366	0.0977830562154	0.0	0.349864130435	0.338190184049	0.0842787682334	0.0951612903226	0.000641848523748	0.172731418149	0.15173053152	0.117040789589	0.100199600798	0.0443995963673	0.0565257352941	0.0595238095238	0.0205701912667	0.0601786553832	0.0361583354479	0.0451861008103	0.00846162886356
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0	0.000102113754723	0.000113160574856	0.0	0.0	0.000202798620969	0.000279134682484	0.0	0.000205002050021	0.000367849917234	0.0	0.000247831474597	0.000141763538418	0.0	0.0	0.0055423594616	0.0	0.0	0.0	0.0	0.0	0.0	0.000455996352029	0.0	0.0019215652022	0.000399201596806	0.00050454086781	0.00275735294118	0.0	0.000360880548538	0.000470145745181	0.00088809946714	0.00109875017168	0.00176283934657
k__Bacteria;p__Actinobacteria;c__MB-A2-108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247831474597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364797081623	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000551774875851	0.0	0.000495662949195	0.0	0.000542888165038	0.0	0.0	0.0	0.0	0.0	0.0	0.00161290322581	0.0	0.000273597811218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.0	0.0	0.000743494423792	0.0	0.000542888165038	0.0	0.0	0.0	0.000679347826087	0.0	0.0	0.0	0.0	0.000455996352029	0.000515039142975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
