Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
5101-145-MSITS2a_R1	pass	0.0	fail	246.75330577	Sanger / Illumina 1.9	fail	pass	warn	35-251	Conventional base calls	pass	fail	56114.0	pass	fail	fail	45.0	1.95673094059	5101-145-MSITS2a_R1.fastq	warn	pass
5101-145-MSITS2a_R2	pass	0.0	fail	247.540168229	Sanger / Illumina 1.9	warn	pass	warn	35-251	Conventional base calls	pass	fail	56114.0	pass	fail	fail	46.0	5.18230744556	5101-145-MSITS2a_R2.fastq	warn	pass
5101-146-MSITS2a_R1	pass	0.0	fail	246.265979759	Sanger / Illumina 1.9	fail	pass	warn	158-251	Conventional base calls	pass	fail	49109.0	pass	fail	fail	47.0	2.05257692073	5101-146-MSITS2a_R1.fastq	warn	pass
5101-146-MSITS2a_R2	pass	0.0	fail	247.029139262	Sanger / Illumina 1.9	warn	pass	warn	169-251	Conventional base calls	pass	fail	49109.0	pass	fail	fail	49.0	5.21493005355	5101-146-MSITS2a_R2.fastq	warn	pass
5101-147-MSITS2a_R1	pass	0.0	fail	246.063497327	Sanger / Illumina 1.9	fail	pass	warn	179-251	Conventional base calls	pass	fail	48254.0	pass	fail	fail	45.0	2.12832096821	5101-147-MSITS2a_R1.fastq	warn	pass
5101-147-MSITS2a_R2	pass	0.0	fail	246.517345712	Sanger / Illumina 1.9	warn	pass	warn	179-251	Conventional base calls	pass	fail	48254.0	pass	fail	fail	46.0	5.66170680151	5101-147-MSITS2a_R2.fastq	warn	pass
5101-148-MSITS2a_R1	pass	0.0	fail	247.76960702	Sanger / Illumina 1.9	fail	pass	warn	48-251	Conventional base calls	pass	fail	41707.0	pass	fail	fail	45.0	2.48159781332	5101-148-MSITS2a_R1.fastq	warn	pass
5101-148-MSITS2a_R2	pass	0.0	fail	248.263672765	Sanger / Illumina 1.9	warn	pass	warn	35-251	Conventional base calls	pass	fail	41707.0	pass	fail	fail	46.0	5.79998561393	5101-148-MSITS2a_R2.fastq	warn	pass
5101-150-MSITS2a_R1	pass	0.0	fail	235.681844174	Sanger / Illumina 1.9	warn	pass	warn	47-251	Conventional base calls	pass	fail	27980.0	pass	fail	fail	39.0	2.44817726948	5101-150-MSITS2a_R1.fastq	warn	pass
5101-150-MSITS2a_R2	pass	0.0	fail	236.124481773	Sanger / Illumina 1.9	fail	pass	warn	47-251	Conventional base calls	pass	fail	27980.0	pass	fail	fail	39.0	5.96497498213	5101-150-MSITS2a_R2.fastq	warn	pass
5101-151-MSITS2a_R1	pass	0.0	fail	244.926031294	Sanger / Illumina 1.9	fail	pass	warn	48-251	Conventional base calls	pass	fail	23902.0	pass	fail	fail	39.0	2.64831394862	5101-151-MSITS2a_R1.fastq	warn	pass
5101-151-MSITS2a_R2	pass	0.0	fail	245.014266589	Sanger / Illumina 1.9	warn	pass	warn	48-251	Conventional base calls	pass	fail	23902.0	pass	fail	fail	40.0	6.0120492009	5101-151-MSITS2a_R2.fastq	warn	pass
5101-152-MSITS2a_R1	pass	0.0	fail	243.616752288	Sanger / Illumina 1.9	fail	pass	warn	47-251	Conventional base calls	pass	fail	49832.0	pass	fail	fail	40.0	1.99269545673	5101-152-MSITS2a_R1.fastq	warn	pass
5101-152-MSITS2a_R2	pass	0.0	fail	243.833540697	Sanger / Illumina 1.9	fail	pass	warn	47-251	Conventional base calls	pass	fail	49832.0	pass	fail	fail	40.0	5.51252207417	5101-152-MSITS2a_R2.fastq	warn	pass
5101-153-MSITS2a_R1	pass	0.0	fail	245.005826331	Sanger / Illumina 1.9	warn	pass	warn	47-251	Conventional base calls	pass	fail	44625.0	pass	fail	fail	39.0	2.03473389356	5101-153-MSITS2a_R1.fastq	warn	pass
5101-153-MSITS2a_R2	pass	0.0	fail	245.290420168	Sanger / Illumina 1.9	fail	pass	warn	47-251	Conventional base calls	pass	fail	44625.0	pass	fail	fail	39.0	4.918767507	5101-153-MSITS2a_R2.fastq	warn	pass
5101-155-MSITS2a_R1	pass	0.0	fail	246.194157241	Sanger / Illumina 1.9	fail	pass	warn	48-251	Conventional base calls	pass	fail	43233.0	pass	fail	fail	48.0	1.85737746629	5101-155-MSITS2a_R1.fastq	fail	pass
5101-155-MSITS2a_R2	pass	0.0	fail	249.992135637	Sanger / Illumina 1.9	fail	pass	warn	48-251	Conventional base calls	pass	fail	43233.0	pass	fail	fail	49.0	3.80958989661	5101-155-MSITS2a_R2.fastq	warn	pass
5101-156-MSITS2a_R1	pass	0.0	fail	243.707079566	Sanger / Illumina 1.9	warn	pass	warn	183-251	Conventional base calls	pass	fail	33067.0	pass	fail	fail	43.0	1.88102942511	5101-156-MSITS2a_R1.fastq	warn	pass
5101-156-MSITS2a_R2	pass	0.0	fail	243.14410137	Sanger / Illumina 1.9	fail	pass	warn	183-251	Conventional base calls	pass	fail	33067.0	pass	fail	fail	43.0	5.1803913267	5101-156-MSITS2a_R2.fastq	warn	pass
5101-157-MSITS2a_R1	pass	0.0	fail	244.782005188	Sanger / Illumina 1.9	fail	pass	warn	48-251	Conventional base calls	pass	fail	43946.0	pass	fail	fail	42.0	1.67933372776	5101-157-MSITS2a_R1.fastq	warn	pass
