Module	Section	Sample Name	Source
FastQC	all_sections	5101-161-MS515F-926R_R2	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-161-MS515F-926R_R2_fastqc.zip
FastQC	all_sections	5101-168-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-168-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-161-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-161-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-150-MS515F-926R_R2	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-150-MS515F-926R_R2_fastqc.zip
FastQC	all_sections	5101-150-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-150-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-160-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-160-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-160-MS515F-926R_R2	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-160-MS515F-926R_R2_fastqc.zip
FastQC	all_sections	5101-158-MS515F-926R_R2	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-158-MS515F-926R_R2_fastqc.zip
FastQC	all_sections	5101-158-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-158-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-172-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-172-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-176-MS515F-926R_R2	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-176-MS515F-926R_R2_fastqc.zip
FastQC	all_sections	5101-156-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-156-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-153-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-153-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-166-MS515F-926R_R2	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-166-MS515F-926R_R2_fastqc.zip
FastQC	all_sections	5101-171-MS515F-926R_R2	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-171-MS515F-926R_R2_fastqc.zip
FastQC	all_sections	5101-171-MS515F-926R_R1	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-171-MS515F-926R_R1_fastqc.zip
FastQC	all_sections	5101-156-MS515F-926R_R2	/home/mark/gitstage/uderica/nordqiime/Lal_Stress/Silva_5101Raw05052017/Bacteria/selected_raw/5101-156-MS515F-926R_R2_fastqc.zip
