Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
C-NO	C-EARLY	12.2830735	1.63809506102	16.05330975	9.03175943169	-0.711424285109	1.0
C	LB500-NO	52.577784	0.0552	17.52298175	3.11629813015	12.9880462705	1.0
C	C-LATE	52.577784	0.0552	10.1134773333	0.582709481916	79.5916233351	1.0
LB500-LATE	LB500-NO	11.3287685	1.18051698949	17.52298175	3.11629813015	-3.21950261039	0.945
C-LATE	C-NO	10.1134773333	0.582709481916	12.2830735	1.63809506102	-1.85288418579	1.0
C-LATE	LB500-NO	10.1134773333	0.582709481916	17.52298175	3.11629813015	-3.4357838587	1.0
C-LATE	LB500-EARLY	10.1134773333	0.582709481916	12.85259375	3.07227835548	-1.28785069023	1.0
C-NO	LB500-LATE	12.2830735	1.63809506102	11.3287685	1.18051698949	0.818613232071	1.0
C-LATE	C-EARLY	10.1134773333	0.582709481916	16.05330975	9.03175943169	-0.961217306933	1.0
C-LATE	LB500-LATE	10.1134773333	0.582709481916	11.3287685	1.18051698949	-1.38567392775	1.0
C-NO	LB500-EARLY	12.2830735	1.63809506102	12.85259375	3.07227835548	-0.283320620803	1.0
C	C-NO	52.577784	0.0552	12.2830735	1.63809506102	28.395861766	1.0
C	C-EARLY	52.577784	0.0552	16.05330975	9.03175943169	4.66957037094	1.0
C-NO	LB500-NO	12.2830735	1.63809506102	17.52298175	3.11629813015	-2.57790456238	1.0
C-EARLY	LB500-NO	16.05330975	9.03175943169	17.52298175	3.11629813015	-0.266430373901	1.0
LB500-LATE	LB500-EARLY	11.3287685	1.18051698949	12.85259375	3.07227835548	-0.801920194534	1.0
LB500-LATE	C-EARLY	11.3287685	1.18051698949	16.05330975	9.03175943169	-0.898399319748	1.0
C	LB500-LATE	52.577784	0.0552	11.3287685	1.18051698949	40.3249146035	1.0
C	LB500-EARLY	52.577784	0.0552	12.85259375	3.07227835548	14.9293103502	1.0
LB500-EARLY	LB500-NO	12.85259375	3.07227835548	17.52298175	3.11629813015	-1.84853142381	1.0
LB500-EARLY	C-EARLY	12.85259375	3.07227835548	16.05330975	9.03175943169	-0.581111484622	1.0
