# Constructed from biom file
#OTU ID	145	146	147	148	150	151	152	153	155	156	157	158	160	161	162	163	165	166	167	168	170	171
Unassigned;Other;Other;Other;Other	0.00828220858896	0.00755461784523	0.00778356481481	0.00726267169077	0.000515796260477	0.000519054773938	0.000282559043067	0.000521077588453	0.000417288939647	0.00701523909616	0.00162566118309	0.00324058205839	0.000249221183801	0.000451292631036	0.000172481766213	0.000227045681591	0.00140103005308	0.00166834723623	0.000647816477403	0.000446177743993	0.000925634845786	0.00129375951294
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	0.000245398773006	0.000306268291023	0.000202546296296	0.000820469186824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.16674305619e-05	9.52671290298e-05	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075	6.13496932515e-05	0.0	8.68055555556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	9.20245398773e-05	0.0	0.0	0.0	0.0	2.73186723125e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.23052959502e-05	0.0	7.39207569486e-05	0.0	1.9732817649e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.88229111929e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000131371518655	0.0	0.0	0.0	0.000150430877012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000172481766213	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae	0.0	0.000340298101137	0.000115740740741	9.11632429804e-05	0.0	0.0	0.0	0.0	0.0	7.88229111929e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000348336236135	1.9053425806e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bogoriellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.50004583372e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	6.13496932515e-05	6.80596202273e-05	2.89351851852e-05	3.03877476601e-05	0.0	0.0	0.0	0.0	0.0	0.000210194429848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
