Module	Section	Sample Name	Source
FastQC	all_sections	5101-155-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-155-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-170-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-170-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-178-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-178-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-147-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-147-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-148-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-148-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-161-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-161-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-152-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-152-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-165-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-165-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-146-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-146-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-173-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-173-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-162-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-162-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-175-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-175-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-156-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-156-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-163-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-163-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-168-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-168-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-158-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-158-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-150-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-150-MS515F-926R.extendedFrags_fastqc.zip
FastQC	all_sections	5101-172-MS515F-926R.extendedFrags	/home/mark/gitstage/uderica/silage/understudy/Bacteria/raw_data_bacteria/flashed/extended/fastqc/5101-172-MS515F-926R.extendedFrags_fastqc.zip
