# Constructed from biom file
#OTU ID	520	521	522	525	526	527	530	531	532	535	536	537	540	541	542	545	546	547	550	551	552	555	556	557	560	561	562	565	566	567	570	571	572	575	576	577	580	581	582
Unassigned;Other;Other;Other;Other;Other	0.000825715128281	0.000799651061355	0.00083639236095	0.000522904815478	0.000751496282777	0.000474068455485	0.000112044817927	9.38599921783e-05	0.000137892995036	0.000217329521708	0.000161190661688	0.000160482159733	2.03012708596e-05	0.000179608453571	0.000204215924304	0.000281875411068	0.00011265574657	0.000197546827578	4.3949282528e-05	0.000105291974646	3.79982520804e-05	2.70233752196e-05	0.0	0.000148503823973	0.000197620647405	0.000257902881144	0.000267630135153	0.00029488521593	3.99920015997e-05	0.00024942320883	0.000198683015441	0.000268666741296	0.000272263749319	9.85545335085e-05	0.000144808611285	5.47905175878e-05	7.45471262083e-05	9.32371954252e-05	9.76944118796e-05
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.00011795930404	0.000145391102065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.90014220256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other;Other;Other	0.0	0.0	0.0	6.33824018761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42327823895e-05	0.0	0.0	8.51498637602e-05	0.0	2.47512499381e-05	6.5703022339e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42327823895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Salana	0.00011795930404	0.0	6.96993634125e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	0.00035387791212	0.0	0.000116165605687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;Other	0.0	0.0	4.6466242275e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06025417191e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas	0.0	0.000218086653097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89770431859e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.21581302834e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89991260402e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99920015997e-05	0.0	0.0	0.0	0.0	3.28515111695e-05	0.0	0.0	0.0	0.000155395325709	0.0
