# Constructed from biom file
#OTU ID	520	521	522	525	526	527	530	531	532	535	536	537	540	541	542	545	546	547	550	551	552	555	556	557	560	561	562	565	566	567	570	571	572	575	576	577	580	581	582
Unassigned;Other	0.000825715128281	0.000799651061355	0.00083639236095	0.000522904815478	0.000751496282777	0.000474068455485	0.000112044817927	9.38599921783e-05	0.000137892995036	0.000217329521708	0.000161190661688	0.000160482159733	2.03012708596e-05	0.000179608453571	0.000204215924304	0.000281875411068	0.00011265574657	0.000197546827578	4.3949282528e-05	0.000105291974646	3.79982520804e-05	2.70233752196e-05	0.0	0.000148503823973	0.000197620647405	0.000257902881144	0.000267630135153	0.00029488521593	3.99920015997e-05	0.00024942320883	0.000198683015441	0.000268666741296	0.000272263749319	9.85545335085e-05	0.000144808611285	5.47905175878e-05	7.45471262083e-05	9.32371954252e-05	9.76944118796e-05
k__Archaea;p__Euryarchaeota	0.00011795930404	0.000145391102065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.90014220256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other	0.0	0.0	0.0	6.33824018761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42327823895e-05	0.0	0.0	8.51498637602e-05	0.0	2.47512499381e-05	6.5703022339e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria	0.00460041285756	0.00559755742949	0.00478602295432	0.0	0.0	0.0	7.46965452848e-05	0.0	5.17098731384e-05	0.0	0.000134325551406	8.91567554074e-05	6.09038125787e-05	8.98042267856e-05	0.0	7.51667762849e-05	0.0	0.0	0.0	4.21167898583e-05	1.89991260402e-05	2.70233752196e-05	0.000395007110128	2.47506373289e-05	0.0	0.0	0.0	0.00079619008301	0.000159968006399	0.0	2.83832879201e-05	6.71666853241e-05	0.0	0.000229960578187	9.65390741903e-05	0.000109581035176	4.96980841389e-05	0.000279711586275	7.32708089097e-05
k__Bacteria;p__Aquificae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000176931129558	0.000119976004799	0.000124711604415	0.00011353315168	0.0	0.0	3.28515111695e-05	0.0	1.82635058626e-05	0.0	9.32371954252e-05	0.0
k__Bacteria;p__Bacteroidetes	0.0105573577116	0.00552486187845	0.00769016309651	0.000174301605159	5.36783059127e-05	0.000142220536645	0.000130718954248	6.25733281189e-05	0.000189602868174	1.6717655516e-05	0.000349246433657	0.000303132968385	0.000101506354298	2.99347422619e-05	9.0762633024e-05	3.75833881424e-05	0.000540747583534	8.97940125352e-05	2.1974641264e-05	0.000168467159433	3.79982520804e-05	5.40467504391e-05	0.000395007110128	7.42519119867e-05	0.0	0.0	0.0	0.00181354407797	0.000799840031994	0.000872981230904	0.000368982742961	0.00102988917497	0.0010395524974	0.000361366622865	0.000193078148381	0.000420060634839	0.000248490420694	0.000435106911984	0.000390777647519
k__Bacteria;p__Chloroflexi	0.00047183721616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes	0.026422884105	0.0249345740041	0.0146833325589	0.750019807001	0.722429480126	0.71480041718	0.932605042017	0.930308955808	0.916919470491	0.922864737449	0.920774789781	0.901339134466	0.930529051119	0.939442016404	0.951237775408	0.831137837076	0.892301106279	0.89226514376	0.976662930978	0.976688356813	0.969354409697	0.985029050128	0.984120714173	0.96737866	0.956879174736	0.979073023359	0.975378027566	0.659422319862	0.783123375325	0.812246679554	0.927310399637	0.918683532968	0.927553091431	0.966064388962	0.97823043877	0.932278920262	0.984444499665	0.950055942317	0.983489644392
k__Bacteria;p__Gemmatimonadetes	0.0	0.0	2.32331211375e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42327823895e-05	0.000119976004799	6.23558022074e-05	8.51498637602e-05	0.0	4.95024998762e-05	6.5703022339e-05	0.0	5.47905175878e-05	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0	0.0	6.96993634125e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.32371954252e-05	0.0
